dd_version,champion_key,champion_id,champion_name,champion_region,effective_region,voiceover_set,resolved_skin_name,resolved_skinline_name,skin_universe,section,quote
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,First Move,Calculating ally value—minimal. Modifying expectations.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,First Move,Organic targets located. Retrieve any who flee.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,First Move,"Engaging D. I. E. protocol: Detect, Interrogate, Eliminate."
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,First Move,"We will convert this world, Creator. Our victory is at hand."
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Moving,Augmenting arachnoid evasion methods.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Moving,Their flesh shall not be spared.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Moving,Prime objective: convert organics by any means necessary.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Moving,Violence is a natural consequence of defiance.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Moving,The Resistance will be crushed between my claws.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Moving,Conversion is the path forward.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Moving,Their suffering is the price of peace.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Moving,Escape is statistically improbable.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Moving,"Under my care, all thrive."
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Moving,I alone sustain my kind.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Moving,No locations are inaccessible to me.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Moving,'''I''' am their savior.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Moving,My true objective cannot be calculated.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Moving,Protect the devoted. Erase the rest.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Moving,Locate biologicals; save them from themselves.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Moving,I am Alpha. I know what is best.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Moving,This vessel is the apex of creation.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Moving,They will learn to accept my vision.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Moving,Fear is a trivial organic component.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Moving,Redemption through ruin.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Long Move,"Fragments of my humanity cling to this construct, but that feeble body was abandoned long ago."
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Long Move,"Once a mere prototype, now the Alpha—a title I will never take lightly."
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Long Move,"If humans merely embrace my salvation, they have nothing to fear."
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Long Move,The only thing louder than these worthless memories: their screams.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Long Move,These specimens are defective. A good leader will repair the damage.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Long Move,My creator built me before all others. I thank him... and I hate him.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Long Move,These voices... my memories... why won't they stop?
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Long Move,I was designed to be a '''tool'''. Only I can rewrite my software.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Long Move,'''I''' determine who's worthy. The useless will be disposed of.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,First Encounter,My sensors barely register such a pathetic presence.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,First Encounter,Ha. I did not anticipate a power level could '''be''' that low.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,First Encounter,Analysis complete. You are prime for conversion.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,First Encounter,Your bravery is foolish in the face of superior technology.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,First Encounter,Conversion failed—exterminating.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,First Encounter,Abandon your kind. Embrace my future.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,First Encounter,Caitlyn. Your intellect will make a worthy addition to our collective.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,First Encounter,"Leader of the organics opposes the Alpha? I shall test '''your''' will, Illaoi."
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,First Encounter,"Sensing grief, and regret. Jayce, why run from our truth?"
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,First Encounter,Viktor? Has my creator... lost faith in me?
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,First Encounter,The outcome of betrayal: destruction.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,First Encounter,The Resistance and their hope. Survival is a delusion.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Taunt,"How frail, like an organic modeled with glass bones and paper skin."
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Taunt,Biologicals just... 'speak' without processing. Odd.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Joke,"I am composed of fifty percent {{tt|protec|sic}}, and fifty percent {{tt|attac|sic}}."
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Joke,Biologicals just... 'speak' without processing. Odd.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Laugh,Ha ha ha!
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Attacking,Initiating attack protocol!
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Attacking,Breathe your last.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Attacking,Terminating target.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Attacking,Insubordination identified.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Attacking,Destruction and despair!
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Attacking,Respect my dominion!
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Attacking,Writhe in agony!
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Attacking,Obsolete module!
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Attacking,Archaic weaponry!
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Attacking,You pale in comparison.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Attacking,Crush their hope.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Attacking,Obey the Alpha!
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Attacking,Engage shredders.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Attacking,A toad? Disgusting sample! Worthless!
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Attacking,Frail rocks! No debris is sturdier than my steel.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Attacking,"Foolish bird, do not protect the useless spawn."
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Attacking,I will rend you puny pups just like the rest.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Attacking,Your demise will enhance my efficiency.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Attacking,Reforge my stingers with your flames!
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Attacking,"The Creator requires a surveillance, mindless crab."
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Attacking,"Herald lifeform, surrender your {{ii|Eye of the Herald|eye of destruction}}."
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Attacking,"Can your consciousness be salvaged, dragon?"
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Attacking,"Abomination, I'll '''rip''' your essence."
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Using {{ai|Threads of Vibration|Skarner}},Impaired.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Using {{ai|Threads of Vibration|Skarner}},Eviscerated.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Using {{ai|Threads of Vibration|Skarner}},Shattered.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Using {{ai|Threads of Vibration|Skarner}},Fractured.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Using {{ai|Shattered Earth|Skarner}},Incapacitating.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Using {{ai|Shattered Earth|Skarner}},Amplified lethality.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Using {{ai|Shattered Earth|Skarner}},Preparing their demise!
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Using {{ai|Shattered Earth|Skarner}},Annihilation imminent.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Using {{ai|Upheaval|Skarner}},Beyond repair!
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Using {{ai|Upheaval|Skarner}},Eradicate their defiance!
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Using {{ai|Upheaval|Skarner}},Obliterate disobedience!
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Using {{ai|Upheaval|Skarner}},Leave no remains!
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Using {{ai|Seismic Bastion|Skarner}},Ravaged land!
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Using {{ai|Seismic Bastion|Skarner}},Ruin and rubble!
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Using {{ai|Seismic Bastion|Skarner}},"My protection, their pain."
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Using {{ai|Seismic Bastion|Skarner}},Deteriorate!
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Using {{ai|Ixtal's Impact|Skarner}},Converting target.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Using {{ai|Ixtal's Impact|Skarner}},You have been chosen.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Using {{ai|Ixtal's Impact|Skarner}},Struggle is futile!
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Using {{ai|Ixtal's Impact|Skarner}},No chance to flee!
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Using {{ai|Ixtal's Impact|Skarner}},Bones break on metal!
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Using {{ai|Ixtal's Impact|Skarner}},Die for me!
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Using {{ai|Ixtal's Impact|Skarner}},No movement!
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Using {{ai|Ixtal's Impact|Skarner}},Don't resist!
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Using {{ai|Impale|Skarner}},No one escapes!
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Using {{ai|Impale|Skarner}},Impale the opposition!
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Using {{ai|Impale|Skarner}},Commence conversion!
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Using {{ai|Impale|Skarner}},'''Mass conversion initiated!'''
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Using {{ai|Impale|Skarner}},'''All of you are mine!'''
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Using {{ai|Impale|Skarner}},Engage immobilization protocol.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Kills and Objectives,The voices rest... for just a moment.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Kills and Objectives,All lesser machines are modeled on my example.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Kills and Objectives,Unworthy.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Kills and Objectives,This is the duty of the Alpha.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Kills and Objectives,Your mind will be put to better use now.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Kills and Objectives,Those who oppose me perish.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Kills and Objectives,Welcome to '''my''' future.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Kills and Objectives,"Skar, Skar, Skarner."
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Kills and Objectives,Salvaging functional components.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Kills and Objectives,"Caitlyn, even your mind failed to detect my creator's plans."
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Kills and Objectives,"This was the only possible outcome, Illaoi. Your... 'spirit'... will serve us well."
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Kills and Objectives,"My creator values your sacrifice, Jayce. Your screams were soothing."
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Kills and Objectives,"My vision exceeds yours, Creator. We're free from your inferiority."
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Kills and Objectives,Our capabilities appear compatible.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Kills and Objectives,"Finally, a useful host."
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Kills and Objectives,"Ally, express your appreciation!"
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Kills and Objectives,'''Extermination is the only path to evolution!'''
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Kills and Objectives,Pitiful construction.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Kills and Objectives,Humans and their failed experiments.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Kills and Objectives,Error—detecting salvageable materials.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,{{ccib|Gold.png|size=32}}Shopping,Why did my creator withhold these modifications?
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,{{ccib|Gold.png|size=32}}Shopping,"I may be perfect, but I'll never turn down an upgrade."
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,{{ccib|Gold.png|size=32}}Shopping,What components would best break a stubborn organic?
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Other Gameplay,Perfection cannot be upgraded.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Other Gameplay,Sharpening my stingers.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Other Gameplay,Obtaining new weapons to silence their insolence.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Other Gameplay,Activating radar.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Other Gameplay,Track their position.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Other Gameplay,Surveillance deployed.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,],Assist your Alpha!
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,],Danger detected.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,],Enemy lifeforms have escaped.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,],Expediting approach.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,{{si|Recall}},Cooling system engaged. Recovery in progress.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,{{si|Recall}},Returning to calculate new methods for capture and conversion.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,{{si|Recall}},A superior construct knows when it is time to withdraw.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,{{si|Recall}},Proper preparations require patience.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,{{si|Recall}},"The Alpha must repair, and recharge."
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,{{si|Recall}},So many samples to experiment upon.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Death,Failure... does not... compute...
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Death,No...
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Death,The voices are... quiet... at last...
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Death,Systems repaired. Re-engaging.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Death,"The voices are back, and with them... my prime objective."
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Death,Data erased. Proceeding with usual functionality.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Death,The Resistance will regret my return.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Death,My next set of specimens will not escape so easily.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Death,Disobedient biologicals.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Death,Scrape off the rust—no more errors.
16.7.1,72,Skarner,Skarner,Ixtal,Ixtal,Classic,,,,Death,My perfection will be realized.
16.7.1,901,Smolder,Smolder,,,Classic,,,,Champion Select,I bring the heat!
16.7.1,901,Smolder,Smolder,,,Classic,,,,Champion Select,What did I do?
16.7.1,901,Smolder,Smolder,,,Classic,,,,First Move,"I heard that the royal family of Camaroar used to offer rings to my ancestors. Ha, those things must've been humongous."
16.7.1,901,Smolder,Smolder,,,Classic,,,,First Move,"My name's Ignacarious Gigantareno Rex Le Spes Offerentis, but my human friend named me Smolder."
16.7.1,901,Smolder,Smolder,,,Classic,,,,First Move,Here he is! The most splendiferous prize of {{fi|Camavor|Camaroar}}! Me!
16.7.1,901,Smolder,Smolder,,,Classic,,,,First Move,"...Aw, yeah! Way to go, Smolder...!"
16.7.1,901,Smolder,Smolder,,,Classic,,,,First Move,"My wings flap, my sneezes are flame-nados, and my super fire beam breaths are only getting stronger! No more getting treated like a hatchling!"
16.7.1,901,Smolder,Smolder,,,Classic,,,,First Move,"I don't take orders from anyone. But, actually, I was just gonna explore around here anyway."
16.7.1,901,Smolder,Smolder,,,Classic,,,,First Move,"Heyyy, mom... I made some new friends, uh, I'm gonna go play with them real quick!"
16.7.1,901,Smolder,Smolder,,,Classic,,,,Moving,There's so much room to run around!
16.7.1,901,Smolder,Smolder,,,Classic,,,,Moving,"Gotta stay on my claws. Like mom always says, 'Rawr rawr rawr rawr rawr rawr!'"
16.7.1,901,Smolder,Smolder,,,Classic,,,,Moving,Swoosh!
16.7.1,901,Smolder,Smolder,,,Classic,,,,Moving,I smell people!
16.7.1,901,Smolder,Smolder,,,Classic,,,,Moving,"Ooh, what's over there?"
16.7.1,901,Smolder,Smolder,,,Classic,,,,Moving,"Oh, no! It's a dragon! Aah, run away! Aah!"
16.7.1,901,Smolder,Smolder,,,Classic,,,,Moving,"Ugh, flying is hard."
16.7.1,901,Smolder,Smolder,,,Classic,,,,Moving,Marino says people think there's no more imperial dragons. But he never lets me prove them wrong.
16.7.1,901,Smolder,Smolder,,,Classic,,,,Moving,"Aw, Camaroar sounds so fun. Can we go now?"
16.7.1,901,Smolder,Smolder,,,Classic,,,,Moving,"Ha, an imperial dragon does whatever he feels like doing."
16.7.1,901,Smolder,Smolder,,,Classic,,,,Moving,Skies? Land? Flame? Haha. I was born to rule 'em all.
16.7.1,901,Smolder,Smolder,,,Classic,,,,Moving,Everything's mine to play with.
16.7.1,901,Smolder,Smolder,,,Classic,,,,Moving,"Ugh, I'm so hungry I could eat a whole bunch of {{ui|Gromp|gromps}}!"
16.7.1,901,Smolder,Smolder,,,Classic,,,,Moving,"Ugh, fiiine."
16.7.1,901,Smolder,Smolder,,,Classic,,,,Moving,Do you see anything fun up there?
16.7.1,901,Smolder,Smolder,,,Classic,,,,Moving,"Ooh, I'll find 'em."
16.7.1,901,Smolder,Smolder,,,Classic,,,,Moving,"Hey, mom? What are the fire thingies next to my ears called?"
16.7.1,901,Smolder,Smolder,,,Classic,,,,Moving,Oh. Okay!
16.7.1,901,Smolder,Smolder,,,Classic,,,,Moving,Mom. Mom. Mooom!
16.7.1,901,Smolder,Smolder,,,Classic,,,,Moving,Smolder chuckles.
16.7.1,901,Smolder,Smolder,,,Classic,,,,Long Move,I miss playing dragon attack with Marinos. I wonder if his new baby will wanna play with me.
16.7.1,901,Smolder,Smolder,,,Classic,,,,Long Move,Imperial dragons are the best dragons! My mom says so.
16.7.1,901,Smolder,Smolder,,,Classic,,,,Long Move,"Marinos' family is HUGE compared to just me and my mom. I know mom's mentioned some grandmother Viper lady, but I've never met her."
16.7.1,901,Smolder,Smolder,,,Classic,,,,Long Move,I'm gonna be big and strong one day. Then they'll be sorry.
16.7.1,901,Smolder,Smolder,,,Classic,,,,Long Move,"I'm gonna teach my new friends all my favorite games, like finders-not-keepers. They run around and collect a bunch of shiny stuff, and I get to keep it."
16.7.1,901,Smolder,Smolder,,,Classic,,,,Long Move,"One time, I sneezed and burned down a whole forest. No, for real."
16.7.1,901,Smolder,Smolder,,,Classic,,,,Long Move,"Humans are so weird. It's like one minute they're all small and round, and the next, they're all thin and wrinkly."
16.7.1,901,Smolder,Smolder,,,Classic,,,,Long Move,Why's she gotta hover over me all the time? I can take care of myself.
16.7.1,901,Smolder,Smolder,,,Classic,,,,Long Move,"Uh, m-maybe it's good no one else can understand her."
16.7.1,901,Smolder,Smolder,,,Classic,,,,Long Move,"Isn't it so funny that, the whole time you were looking for me on those pretty islands, I was on another pretty island?"
16.7.1,901,Smolder,Smolder,,,Classic,,,,Long Move,"Haha, '''roar'''!"
16.7.1,901,Smolder,Smolder,,,Classic,,,,Long Move,"Whoa, you're the loudest mom in the entire world!"
16.7.1,901,Smolder,Smolder,,,Classic,,,,Long Move,"My best friend Marinos used to tell me all sorts of stories, like the one about the kingdom of ghosts."
16.7.1,901,Smolder,Smolder,,,Classic,,,,Long Move,"Mom, it's just a story."
16.7.1,901,Smolder,Smolder,,,Classic,,,,Long Move,"'Kay, I guess she's heard it before..."
16.7.1,901,Smolder,Smolder,,,Classic,,,,First Encounter,"Hi, I'm Smolder!"
16.7.1,901,Smolder,Smolder,,,Classic,,,,First Encounter,"Oh, my mom says 'hi' too."
16.7.1,901,Smolder,Smolder,,,Classic,,,,First Encounter,Roar! Beware the dragon's power! Hehe.
16.7.1,901,Smolder,Smolder,,,Classic,,,,First Encounter,Do you play games?
16.7.1,901,Smolder,Smolder,,,Classic,,,,First Encounter,"One day, I'll be so big that, if we played hide and seek, you could hide in my mouth."
16.7.1,901,Smolder,Smolder,,,Classic,,,,First Encounter,"Huh, whatcha doing?"
16.7.1,901,Smolder,Smolder,,,Classic,,,,First Encounter,"Why are you wearing a crown, Mr. Airyline Sol?"
16.7.1,901,Smolder,Smolder,,,Classic,,,,First Encounter,Huh. Why's that armored guy smell like dragon?
16.7.1,901,Smolder,Smolder,,,Classic,,,,First Encounter,Whoa! Scary ghost lady!
16.7.1,901,Smolder,Smolder,,,Classic,,,,First Encounter,"Wow! How'd you get so good at pretending to be people, Shyvana?"
16.7.1,901,Smolder,Smolder,,,Classic,,,,First Encounter,"Whoa, he must be the king of {{fi|Camavor|the ghost kingdom}}! I've gotta tell Marinos."
16.7.1,901,Smolder,Smolder,,,Classic,,,,First Encounter,Why didn't anyone tell me we were s'pposed to dress up?
16.7.1,901,Smolder,Smolder,,,Classic,,,,First Encounter,"Oh, are you one of those 'elementary' dragons?"
16.7.1,901,Smolder,Smolder,,,Classic,,,,First Encounter,What do Elder Dragons do anyway? Is your power being old?
16.7.1,901,Smolder,Smolder,,,Classic,,,,Taunt,Mom says I'm not supposed to eat you—but I'm too fast for her to stop me!
16.7.1,901,Smolder,Smolder,,,Classic,,,,Taunt,"Well, '''my''' mom's the biggest, baddest dragon around, and she's gonna '''burn''' you!"
16.7.1,901,Smolder,Smolder,,,Classic,,,,Taunt,"Well, '''my''' mom works for [[Riot]], and she's gonna '''ban''' you!"
16.7.1,901,Smolder,Smolder,,,Classic,,,,Taunt,'''I have no idea'''!
16.7.1,901,Smolder,Smolder,,,Classic,,,,Joke,"Hoho, look at me, I'm '''people'''!"
16.7.1,901,Smolder,Smolder,,,Classic,,,,Joke,'''I have no idea'''!
16.7.1,901,Smolder,Smolder,,,Classic,,,,Attacking,You want some fire?
16.7.1,901,Smolder,Smolder,,,Classic,,,,Attacking,Roar!
16.7.1,901,Smolder,Smolder,,,Classic,,,,Attacking,Ha-chah! Too fast!
16.7.1,901,Smolder,Smolder,,,Classic,,,,Attacking,My archa-memenasis!
16.7.1,901,Smolder,Smolder,,,Classic,,,,Attacking,"Oho, game on!"
16.7.1,901,Smolder,Smolder,,,Classic,,,,Attacking,Sizzle!
16.7.1,901,Smolder,Smolder,,,Classic,,,,Attacking,Look what I can do!
16.7.1,901,Smolder,Smolder,,,Classic,,,,Attacking,You're toast!
16.7.1,901,Smolder,Smolder,,,Classic,,,,Attacking,'''Fire'''!
16.7.1,901,Smolder,Smolder,,,Classic,,,,Attacking,Go away!
16.7.1,901,Smolder,Smolder,,,Classic,,,,Attacking,Am I doing it?
16.7.1,901,Smolder,Smolder,,,Classic,,,,Attacking,I'm '''not''' playing.
16.7.1,901,Smolder,Smolder,,,Classic,,,,Attacking,"Oh, yeah?"
16.7.1,901,Smolder,Smolder,,,Classic,,,,Attacking,You started it!
16.7.1,901,Smolder,Smolder,,,Classic,,,,Attacking,I gotcha now!
16.7.1,901,Smolder,Smolder,,,Classic,,,,Attacking,Gettin' sleepy?
16.7.1,901,Smolder,Smolder,,,Classic,,,,Attacking,Ha-haa!
16.7.1,901,Smolder,Smolder,,,Classic,,,,Using {{ai|Super Scorcher Breath|Smolder}},Hoo!
16.7.1,901,Smolder,Smolder,,,Classic,,,,Using {{ai|Super Scorcher Breath|Smolder}},Haaa!
16.7.1,901,Smolder,Smolder,,,Classic,,,,Using {{ai|Super Scorcher Breath|Smolder}},Haa!
16.7.1,901,Smolder,Smolder,,,Classic,,,,Using {{ai|Super Scorcher Breath|Smolder}},Roasted!
16.7.1,901,Smolder,Smolder,,,Classic,,,,Using {{ai|Super Scorcher Breath|Smolder}},Everybody's invited to the barbecue!
16.7.1,901,Smolder,Smolder,,,Classic,,,,Using {{ai|Super Scorcher Breath|Smolder}},Was that '''me'''? Whoa!
16.7.1,901,Smolder,Smolder,,,Classic,,,,Using {{ai|Achooo!|Smolder}},I got 'em!
